flight_id,flight_number,origin_airport_code,dest_airport_code,aircraft_code,flight_date
41609,VA676,AMD,SIN,AC07,2026-01-26
41610,VA880,SIN,DEL,AC07,2025-01-29
41611,VA761,SIN,AUH,AC03,2025-08-22
41612,VA938,PNQ,DEL,AC04,2025-04-17
41613,VA362,JFK,SFO,AC05,2026-03-03
41614,VA429,AUH,DEL,AC07,2026-02-09
41615,VA671,DOH,DXB,AC09,2026-01-14
41616,VA615,COK,FRA,AC08,2026-03-15
41617,VA176,PNQ,HYD,AC04,2025-03-24
41618,VA591,DXB,HKG,AC10,2025-08-29
41619,VA499,BOM,JFK,AC08,2025-05-08
41620,VA700,PNQ,FRA,AC07,2025-01-31
41621,VA754,HYD,BOM,AC06,2025-05-22
41622,VA548,KTM,AUH,AC05,2025-02-26
41623,VA867,BKK,MAA,AC02,2025-06-16
41624,VA944,HKG,SIN,AC03,2026-03-24
41625,VA406,MAA,LHR,AC10,2025-04-13
41626,VA548,KTM,BLR,AC04,2025-06-17
41627,VA881,LHR,KTM,AC05,2025-10-13
41628,VA806,CMB,AMD,AC01,2025-03-13
41629,VA828,BLR,SFO,AC06,2026-03-13
41630,VA865,AUH,KUL,AC04,2025-04-05
41631,VA333,DXB,KUL,AC08,2025-07-05
41632,VA793,DXB,COK,AC05,2025-05-11
41633,VA123,FRA,HKG,AC03,2025-03-03
41634,VA537,CDG,SIN,AC07,2026-02-17
41635,VA951,BKK,BOM,AC09,2025-01-31
41636,VA116,CMB,AUH,AC10,2025-08-12
41637,VA994,BOM,CMB,AC06,2026-02-09
41638,VA389,KTM,BKK,AC10,2025-06-20
41639,VA852,CDG,BLR,AC02,2025-10-17
41640,VA899,BLR,KTM,AC02,2025-09-30
41641,VA966,CCU,CMB,AC02,2025-10-21
41642,VA765,KUL,FRA,AC04,2026-01-20
41643,VA541,BLR,JFK,AC05,2025-08-27
41644,VA255,KUL,HKG,AC06,2025-02-07
41645,VA689,CCU,CDG,AC06,2025-08-21
41646,VA857,CMB,SFO,AC07,2025-01-11
41647,VA400,DOH,LHR,AC01,2025-11-16
41648,VA108,DOH,DEL,AC04,2025-06-15
41649,VA365,SIN,MAA,AC04,2025-10-27
41650,VA645,JFK,DXB,AC08,2025-12-01
41651,VA888,JFK,COK,AC10,2025-07-01
41652,VA256,SFO,LHR,AC04,2026-01-31
41653,VA415,MAA,COK,AC03,2025-02-21
41654,VA716,DEL,KTM,AC01,2026-02-04
41655,VA456,MAA,KTM,AC02,2025-06-17
41656,VA773,DXB,GOI,AC04,2025-04-14
41657,VA534,AMD,CCU,AC05,2025-04-30
41658,VA127,COK,AUH,AC03,2026-03-26
41659,VA954,KUL,HYD,AC07,2025-01-14
41660,VA974,KUL,HKG,AC04,2025-07-14
41661,VA549,BOM,KUL,AC07,2025-04-12
41662,VA704,COK,DOH,AC02,2025-02-17
41663,VA692,CCU,CMB,AC09,2025-03-04
41664,VA223,CCU,COK,AC08,2026-01-15
41665,VA867,FRA,AUH,AC06,2025-08-01
41666,VA918,COK,BLR,AC09,2025-07-04
41667,VA620,BKK,PNQ,AC02,2025-08-22
41668,VA922,DEL,DOH,AC07,2025-07-24
41669,VA469,HYD,AUH,AC05,2026-03-05
41670,VA968,BLR,SIN,AC05,2025-04-28
41671,VA766,SFO,BLR,AC07,2026-03-25
41672,VA381,BKK,DEL,AC06,2025-01-24
41673,VA281,MAA,GOI,AC10,2025-01-05
41674,VA259,MAA,CMB,AC03,2025-12-22
41675,VA162,BKK,BOM,AC10,2026-02-15
41676,VA776,COK,HKG,AC05,2025-07-10
41677,VA943,FRA,SIN,AC03,2025-08-03
41678,VA255,CCU,CMB,AC03,2025-07-06
41679,VA130,HYD,CCU,AC08,2025-04-15
41680,VA740,AMD,DOH,AC06,2026-03-07
41681,VA428,PNQ,FRA,AC01,2026-02-06
41682,VA129,DEL,DXB,AC08,2025-01-18
41683,VA517,HKG,MAA,AC01,2025-10-04
41684,VA839,DOH,FRA,AC09,2025-03-28
41685,VA115,CCU,HYD,AC06,2025-04-25
41686,VA167,BLR,SIN,AC02,2025-09-01
41687,VA976,KUL,SIN,AC09,2025-08-14
41688,VA928,MAA,FRA,AC01,2025-06-09
41689,VA231,BKK,PNQ,AC06,2025-12-03
41690,VA728,KTM,AUH,AC02,2025-09-02
41691,VA951,BKK,HKG,AC10,2025-04-11
41692,VA627,MAA,GOI,AC03,2026-02-17
41693,VA775,MAA,GOI,AC02,2026-01-16
41694,VA513,HYD,SFO,AC05,2026-03-31
41695,VA355,FRA,HYD,AC04,2025-05-09
41696,VA775,CCU,HKG,AC05,2025-06-18
41697,VA784,SFO,KUL,AC10,2025-09-24
41698,VA373,CMB,LHR,AC03,2025-06-17
41699,VA777,SIN,AUH,AC03,2025-10-24
41700,VA865,HKG,BOM,AC07,2025-11-20
41701,VA286,BOM,COK,AC01,2025-03-15
41702,VA955,CDG,BOM,AC04,2025-03-24
41703,VA111,DOH,DXB,AC10,2025-09-04
41704,VA292,BKK,AUH,AC10,2025-07-27
41705,VA564,KUL,COK,AC10,2025-05-15
41706,VA220,KTM,KUL,AC05,2025-12-02
41707,VA445,CMB,DXB,AC03,2025-05-11
41708,VA890,DXB,BKK,AC09,2025-08-22
41709,VA784,JFK,HYD,AC06,2026-01-26
41710,VA164,CMB,PNQ,AC06,2025-08-07
41711,VA656,CDG,DEL,AC03,2025-02-18
41712,VA949,GOI,KUL,AC02,2025-03-03
41713,VA402,KTM,SFO,AC03,2026-03-24
41714,VA563,AUH,AMD,AC07,2025-10-11
41715,VA286,BLR,CMB,AC07,2026-02-24
41716,VA245,CMB,COK,AC04,2026-02-02
41717,VA851,DEL,COK,AC06,2025-09-27
41718,VA676,FRA,MAA,AC09,2025-09-26
41719,VA471,BOM,KTM,AC09,2025-04-28
41720,VA270,SFO,CMB,AC06,2025-03-23
41721,VA269,HYD,JFK,AC10,2025-04-26
41722,VA653,SFO,MAA,AC10,2025-08-06
41723,VA150,COK,PNQ,AC07,2025-06-01
41724,VA531,DOH,CMB,AC08,2025-08-28
41725,VA838,DXB,MAA,AC05,2025-01-01
41726,VA825,BLR,PNQ,AC09,2025-12-09
41727,VA851,AMD,COK,AC10,2025-11-01
41728,VA873,BLR,BOM,AC07,2025-03-13
41729,VA942,MAA,BKK,AC03,2026-01-27
41730,VA905,GOI,DOH,AC03,2025-11-27
41731,VA705,SIN,DOH,AC04,2025-05-08
41732,VA331,AUH,BLR,AC05,2025-03-13
41733,VA843,DOH,HYD,AC10,2025-12-11
41734,VA554,MAA,COK,AC03,2025-12-11
41735,VA111,PNQ,DXB,AC02,2025-09-24
41736,VA205,AMD,CMB,AC10,2025-08-30
41737,VA548,GOI,JFK,AC05,2026-02-25
41738,VA860,HYD,KTM,AC10,2025-08-21
41739,VA872,MAA,BLR,AC06,2026-03-25
41740,VA490,PNQ,BOM,AC05,2025-02-27
41741,VA536,CDG,KUL,AC10,2025-03-28
41742,VA876,SFO,BKK,AC05,2025-04-26
41743,VA190,CMB,HYD,AC10,2025-11-03
41744,VA990,AUH,GOI,AC08,2026-03-05
41745,VA531,SFO,SIN,AC01,2025-11-23
41746,VA962,HYD,PNQ,AC05,2025-05-09
41747,VA436,CDG,CMB,AC07,2025-12-08
41748,VA185,PNQ,AUH,AC01,2025-02-21
41749,VA348,SFO,BKK,AC10,2025-09-11
41750,VA544,GOI,LHR,AC05,2025-02-23
41751,VA674,SFO,BKK,AC10,2026-03-05
41752,VA721,LHR,DOH,AC09,2026-03-22
41753,VA143,JFK,DOH,AC10,2025-02-25
41754,VA200,LHR,CDG,AC10,2025-02-18
41755,VA469,HYD,GOI,AC10,2025-12-11
41756,VA531,SFO,FRA,AC07,2026-01-03
41757,VA455,HKG,BOM,AC08,2026-03-13
41758,VA984,KUL,LHR,AC09,2025-01-20
41759,VA862,DOH,CDG,AC07,2025-12-09
41760,VA680,DEL,COK,AC03,2025-01-13
41761,VA201,CDG,DXB,AC05,2025-07-31
41762,VA567,DEL,HKG,AC05,2025-07-03
41763,VA460,JFK,AUH,AC04,2025-05-22
41764,VA432,KUL,BOM,AC08,2025-12-24
41765,VA887,CDG,PNQ,AC03,2025-04-18
41766,VA429,KTM,CDG,AC07,2026-01-21
41767,VA964,AUH,CCU,AC08,2026-03-15
41768,VA460,BLR,DXB,AC10,2025-10-03
41769,VA424,HKG,GOI,AC05,2025-02-21
41770,VA754,HKG,BLR,AC07,2025-06-10
41771,VA754,FRA,BKK,AC03,2026-01-23
41772,VA371,DOH,COK,AC08,2025-06-29
41773,VA470,DXB,KUL,AC03,2025-03-28
41774,VA214,DXB,DEL,AC04,2025-10-25
41775,VA817,AMD,CMB,AC09,2025-06-01
41776,VA507,KTM,CCU,AC10,2025-12-23
41777,VA195,BLR,COK,AC02,2025-12-31
41778,VA514,FRA,JFK,AC05,2025-03-16
41779,VA645,SFO,DXB,AC06,2025-07-23
41780,VA206,MAA,DOH,AC05,2025-11-11
41781,VA431,LHR,BLR,AC04,2025-08-15
41782,VA661,BOM,GOI,AC03,2025-12-08
41783,VA606,PNQ,DEL,AC04,2026-03-03
41784,VA351,SFO,GOI,AC04,2025-08-14
41785,VA248,CDG,COK,AC01,2025-06-01
41786,VA978,GOI,DEL,AC10,2025-09-05
41787,VA669,KUL,SIN,AC09,2025-10-18
41788,VA290,COK,SIN,AC09,2025-10-25
41789,VA689,DOH,CDG,AC07,2026-01-18
41790,VA915,PNQ,SFO,AC06,2026-02-16
41791,VA479,PNQ,SIN,AC06,2025-05-01
41792,VA465,DXB,KTM,AC02,2025-12-21
41793,VA980,MAA,DXB,AC04,2026-02-12
41794,VA231,KTM,LHR,AC02,2026-02-06
41795,VA587,CMB,SFO,AC09,2025-06-10
41796,VA333,HYD,FRA,AC06,2026-01-03
41797,VA667,SFO,CDG,AC04,2025-08-27
41798,VA956,PNQ,LHR,AC01,2025-08-24
41799,VA609,FRA,KUL,AC10,2025-08-12
41800,VA122,BLR,CCU,AC09,2025-08-18
41801,VA158,KTM,CDG,AC06,2025-09-02
41802,VA165,SFO,MAA,AC06,2025-02-03
41803,VA683,HKG,PNQ,AC05,2026-01-08
41804,VA712,DEL,SFO,AC08,2025-08-09
41805,VA505,SFO,MAA,AC04,2025-12-05
41806,VA651,KUL,AMD,AC05,2025-06-19
41807,VA917,GOI,LHR,AC09,2025-07-28
41808,VA797,MAA,KTM,AC10,2025-06-11
41809,VA154,DEL,FRA,AC06,2025-10-28
41810,VA728,HYD,BLR,AC02,2025-09-29
41811,VA265,SIN,HKG,AC04,2025-05-08
41812,VA955,FRA,CCU,AC03,2025-01-16
41813,VA846,CDG,BKK,AC02,2025-06-19
41814,VA513,BLR,HYD,AC10,2025-12-25
41815,VA924,JFK,DOH,AC07,2025-07-15
41816,VA241,SFO,BKK,AC06,2025-04-04
41817,VA463,HYD,AMD,AC03,2025-12-29
41818,VA611,SIN,PNQ,AC02,2025-04-05
41819,VA305,PNQ,DOH,AC04,2025-06-29
41820,VA447,CDG,BLR,AC08,2026-01-20
41821,VA363,HYD,CMB,AC01,2026-03-27
41822,VA670,FRA,BOM,AC01,2025-12-16
41823,VA272,AUH,HYD,AC01,2025-09-28
41824,VA493,DEL,DXB,AC05,2025-01-15
41825,VA979,LHR,AUH,AC02,2025-03-30
41826,VA735,COK,CDG,AC08,2025-04-04
41827,VA453,KTM,COK,AC02,2026-03-23
41828,VA714,JFK,MAA,AC06,2025-10-21
41829,VA823,CCU,KUL,AC03,2025-09-17
41830,VA131,MAA,KUL,AC10,2025-01-20
41831,VA926,KTM,HYD,AC05,2025-05-30
41832,VA799,HYD,AUH,AC03,2025-10-30
41833,VA202,CMB,CCU,AC08,2025-04-09
41834,VA727,FRA,MAA,AC06,2025-08-21
41835,VA951,JFK,KTM,AC07,2026-02-06
41836,VA784,KUL,HYD,AC09,2025-02-03
41837,VA474,DXB,GOI,AC03,2025-05-03
41838,VA913,BKK,COK,AC07,2025-01-22
41839,VA591,AUH,BOM,AC10,2025-02-20
41840,VA779,CMB,BLR,AC06,2025-09-27
41841,VA644,LHR,SFO,AC09,2025-07-21
41842,VA305,KTM,CDG,AC05,2025-06-14
41843,VA881,MAA,KUL,AC04,2025-05-30
41844,VA513,CDG,SIN,AC07,2025-07-13
41845,VA124,BLR,BKK,AC08,2025-02-23
41846,VA595,DXB,KTM,AC10,2025-07-19
41847,VA905,AMD,BKK,AC05,2026-01-30
41848,VA156,JFK,SFO,AC09,2026-03-02
41849,VA191,BOM,COK,AC05,2025-10-28
41850,VA655,HKG,LHR,AC03,2025-11-25
41851,VA149,DXB,HKG,AC09,2025-01-15
41852,VA494,BOM,AMD,AC04,2025-06-30
41853,VA943,KTM,BOM,AC07,2026-01-14
41854,VA620,CMB,CCU,AC06,2025-12-15
41855,VA319,SFO,BOM,AC02,2025-08-23
41856,VA829,CCU,GOI,AC06,2025-02-07
41857,VA607,SFO,COK,AC04,2025-10-20
41858,VA115,CDG,FRA,AC01,2025-07-15
41859,VA219,COK,SFO,AC05,2025-01-03
41860,VA933,GOI,JFK,AC06,2025-04-01
41861,VA480,DOH,GOI,AC07,2025-01-23
41862,VA352,MAA,FRA,AC10,2025-12-09
41863,VA796,PNQ,SIN,AC10,2025-12-30
41864,VA309,CDG,AMD,AC05,2025-07-29
41865,VA525,SFO,DEL,AC07,2025-07-13
41866,VA936,PNQ,COK,AC08,2025-05-10
41867,VA741,FRA,DEL,AC07,2025-01-22
41868,VA231,SFO,KUL,AC04,2025-02-06
41869,VA218,CDG,HYD,AC03,2026-02-10
41870,VA287,BKK,BLR,AC09,2025-06-17
41871,VA362,CCU,HKG,AC07,2025-05-26
41872,VA391,KTM,AMD,AC10,2025-05-14
41873,VA942,HYD,DOH,AC04,2025-02-14
41874,VA305,KTM,BKK,AC03,2025-09-23
41875,VA590,BOM,BKK,AC02,2025-02-27
41876,VA953,GOI,BOM,AC07,2025-04-05
41877,VA925,BLR,SFO,AC02,2025-05-04
41878,VA479,SIN,FRA,AC08,2026-01-14
41879,VA711,MAA,KUL,AC01,2025-12-06
41880,VA886,CMB,COK,AC04,2026-01-07
41881,VA682,DXB,BOM,AC01,2025-03-20
41882,VA279,DXB,PNQ,AC06,2025-08-25
41883,VA157,COK,CDG,AC07,2025-07-14
41884,VA617,MAA,AMD,AC02,2025-04-26
41885,VA299,CCU,CDG,AC06,2025-12-03
41886,VA125,HKG,KUL,AC08,2025-02-05
41887,VA641,GOI,FRA,AC05,2025-10-13
41888,VA660,CCU,MAA,AC06,2025-01-30
41889,VA166,HYD,JFK,AC07,2025-09-23
41890,VA733,KTM,DEL,AC03,2026-01-06
41891,VA139,DXB,AUH,AC03,2025-02-23
41892,VA106,JFK,GOI,AC07,2025-01-02
41893,VA933,LHR,BOM,AC07,2026-01-29
41894,VA977,LHR,HYD,AC04,2026-01-26
41895,VA677,CDG,BOM,AC09,2025-02-07
41896,VA943,DEL,CDG,AC08,2025-10-20
41897,VA389,CDG,DOH,AC10,2025-07-18
41898,VA343,KUL,HKG,AC08,2025-11-10
41899,VA751,PNQ,AUH,AC08,2025-09-03
41900,VA649,MAA,KUL,AC06,2025-04-25
41901,VA752,MAA,AMD,AC03,2025-07-18
41902,VA476,PNQ,CCU,AC01,2025-08-10
41903,VA143,AMD,MAA,AC08,2025-07-30
41904,VA972,SFO,KTM,AC04,2025-07-25
41905,VA461,MAA,CDG,AC04,2025-07-27
41906,VA851,SIN,KUL,AC08,2025-08-16
41907,VA472,DOH,KUL,AC06,2025-06-16
41908,VA236,JFK,DOH,AC09,2025-04-16
41909,VA829,GOI,COK,AC04,2025-10-19
41910,VA775,COK,HKG,AC10,2025-07-06
41911,VA983,KUL,KTM,AC07,2025-07-11
41912,VA318,CDG,AMD,AC07,2025-03-14
41913,VA655,BKK,HYD,AC08,2025-06-03
41914,VA152,FRA,SIN,AC04,2025-04-22
41915,VA260,DXB,KTM,AC07,2025-09-22
41916,VA553,SIN,CCU,AC01,2025-12-22
41917,VA681,COK,DOH,AC03,2025-05-20
41918,VA676,HKG,JFK,AC03,2025-11-25
41919,VA900,DOH,LHR,AC04,2025-03-19
41920,VA579,SIN,DXB,AC04,2026-03-21
41921,VA880,HKG,MAA,AC08,2025-06-11
41922,VA852,FRA,CMB,AC01,2025-12-13
41923,VA187,HYD,BLR,AC01,2025-01-05
41924,VA973,BOM,DXB,AC02,2025-06-10
41925,VA861,AUH,COK,AC03,2025-04-20
41926,VA471,AMD,BLR,AC10,2025-06-11
41927,VA586,LHR,KUL,AC06,2025-12-27
41928,VA410,CCU,AMD,AC02,2026-02-15
41929,VA255,KTM,CCU,AC03,2025-08-01
41930,VA733,HYD,KTM,AC07,2025-03-23
41931,VA580,KTM,CDG,AC05,2025-12-20
41932,VA779,GOI,HYD,AC03,2025-08-16
41933,VA238,HYD,BOM,AC07,2025-08-31
41934,VA274,DOH,BKK,AC01,2025-10-28
41935,VA551,SFO,AUH,AC10,2025-10-20
41936,VA120,CCU,KUL,AC08,2025-12-10
41937,VA447,LHR,AUH,AC02,2026-03-30
41938,VA281,AUH,BLR,AC03,2025-11-16
41939,VA503,AMD,JFK,AC03,2025-02-26
41940,VA749,JFK,COK,AC06,2025-05-30
41941,VA463,SFO,BLR,AC10,2026-02-14
41942,VA736,BKK,DEL,AC10,2025-08-02
41943,VA971,CCU,AUH,AC05,2025-04-09
41944,VA632,CMB,PNQ,AC01,2025-09-08
41945,VA153,DXB,CCU,AC04,2025-12-25
41946,VA559,AMD,PNQ,AC07,2025-06-22
41947,VA867,BOM,PNQ,AC08,2025-12-04
41948,VA664,BLR,DXB,AC01,2025-03-08
41949,VA852,FRA,DEL,AC10,2025-01-10
41950,VA304,AMD,DOH,AC08,2025-07-14
41951,VA811,DOH,BOM,AC05,2025-12-23
41952,VA475,DOH,DXB,AC09,2026-03-14
41953,VA450,SIN,SFO,AC03,2025-06-27
41954,VA665,HKG,PNQ,AC04,2025-09-08
41955,VA185,AMD,PNQ,AC08,2025-12-10
41956,VA426,BLR,JFK,AC09,2025-02-28
41957,VA925,DEL,MAA,AC02,2025-05-05
41958,VA482,BLR,CCU,AC02,2025-03-20
41959,VA897,LHR,GOI,AC02,2026-03-19
41960,VA840,BLR,DEL,AC01,2026-01-13
41961,VA172,DXB,FRA,AC03,2025-10-26
41962,VA746,CDG,KUL,AC06,2026-02-07
41963,VA727,JFK,HYD,AC02,2025-01-29
41964,VA304,SFO,MAA,AC02,2025-04-06
41965,VA193,BLR,SFO,AC01,2025-08-10
41966,VA315,JFK,GOI,AC01,2026-01-03
41967,VA428,BLR,DOH,AC09,2025-04-09
41968,VA825,BKK,COK,AC08,2025-11-06
41969,VA580,SFO,CCU,AC05,2026-01-10
41970,VA985,JFK,LHR,AC01,2025-08-15
41971,VA106,CCU,CMB,AC02,2025-04-01
41972,VA247,COK,PNQ,AC09,2025-10-22
41973,VA226,COK,SFO,AC02,2025-04-07
41974,VA874,CCU,DXB,AC04,2025-03-25
41975,VA956,DOH,CDG,AC10,2025-06-01
41976,VA618,FRA,SIN,AC05,2025-04-22
41977,VA944,SIN,PNQ,AC06,2026-01-12
41978,VA107,GOI,CMB,AC05,2025-05-25
41979,VA163,CCU,BLR,AC02,2025-09-10
41980,VA161,AUH,HKG,AC10,2026-01-22
41981,VA790,SIN,BLR,AC08,2025-01-07
41982,VA190,HKG,JFK,AC06,2025-10-29
41983,VA797,AUH,SFO,AC10,2025-12-14
41984,VA368,BLR,LHR,AC06,2025-08-19
41985,VA930,AUH,HKG,AC08,2025-07-09
41986,VA881,BKK,AMD,AC08,2025-06-10
41987,VA294,KTM,HKG,AC04,2025-10-28
41988,VA807,CCU,BOM,AC06,2025-07-29
41989,VA915,KUL,DXB,AC07,2025-08-26
41990,VA245,KUL,MAA,AC07,2025-08-03
41991,VA907,DEL,MAA,AC06,2025-07-15
41992,VA509,CDG,MAA,AC06,2025-01-08
41993,VA276,SIN,JFK,AC03,2025-10-31
41994,VA197,CCU,COK,AC01,2025-07-20
41995,VA377,BKK,MAA,AC06,2025-04-12
41996,VA501,DEL,BKK,AC03,2025-06-05
41997,VA333,KTM,PNQ,AC04,2025-09-07
41998,VA611,FRA,HKG,AC07,2025-08-11
41999,VA781,CCU,BKK,AC01,2025-06-30
