booking_id,passenger_id,flight_id,booking_date,travel_date,fare_class,fare_amount,tax_amount,booking_status,miles_earned
9037116,701205,40981,2026-02-01,2026-02-22,Premium Economy,22265.0,3121.8,Confirmed,4453
9037117,700050,40317,2025-11-05,2025-11-11,Economy,4611.0,1003.32,Confirmed,922
9037118,700058,40953,2025-09-09,2025-10-28,Premium Economy,12554.0,1956.48,Confirmed,2510
9037119,700748,40144,2025-02-10,2025-04-02,Economy,5519.0,1112.28,Confirmed,1103
9037120,700097,41170,2025-03-30,2025-04-15,Economy,11730.0,1857.6,Confirmed,2346
9037121,700524,41185,2026-02-27,2026-03-16,Economy,5527.0,1113.24,Confirmed,1105
9037122,700120,40431,2025-06-24,2025-07-19,Business,39487.0,5188.44,Confirmed,7897
9037123,700167,41432,2025-04-10,2025-06-03,Economy,5152.0,1068.24,Confirmed,1030
9037124,700566,41994,2025-07-01,2025-07-20,Premium Economy,12651.0,1968.12,Confirmed,2530
9037125,700133,41317,2025-02-22,2025-04-14,Business,41152.0,5388.24,Confirmed,8230
9037126,701026,40194,2026-01-25,2026-01-26,Economy,6173.0,1190.76,Confirmed,1234
9037127,700139,40037,2025-06-06,2025-06-10,Economy,8270.0,1442.4,Confirmed,1654
9037128,700377,40169,2025-08-26,2025-09-28,Economy,4321.0,968.52,Confirmed,864
9037129,701066,40735,2024-12-26,2025-02-01,Business,54859.0,7033.08,Confirmed,10971
9037130,700019,40577,2025-01-01,2025-02-14,Economy,8463.0,1465.56,Confirmed,1692
9037131,700489,41317,2025-02-27,2025-04-14,First,120340.0,14890.8,Confirmed,24068
9037132,700027,40992,2025-11-17,2025-12-22,Premium Economy,17651.0,2568.12,Confirmed,3530
9037133,700091,41123,2025-08-10,2025-08-11,Economy,5571.0,1118.52,Cancelled,1114
9037134,701207,41138,2025-05-21,2025-06-09,Premium Economy,10305.0,1686.6,Confirmed,2061
9037135,700877,40614,2025-08-31,2025-10-28,Business,45384.0,5896.08,Confirmed,9076
9037136,700082,40581,2026-02-11,2026-03-10,First,129596.0,16001.52,Confirmed,25919
9037137,700032,40585,2026-02-10,2026-03-05,Economy,5029.0,1053.48,Confirmed,1005
9037138,700095,40273,2025-04-23,2025-06-13,Economy,5344.0,1091.28,Confirmed,1068
9037139,700928,40482,2024-12-10,2025-02-04,Economy,5955.0,1164.6,Cancelled,1191
9037140,700124,40316,2025-04-05,2025-04-09,Economy,5337.0,1090.44,Confirmed,1067
9037141,700475,41911,2025-06-05,2025-07-11,Premium Economy,11839.0,1870.68,Cancelled,2367
9037142,700537,41500,2026-02-09,2026-02-28,Economy,6083.0,1179.96,Cancelled,1216
9037143,701068,40474,2024-11-12,2025-01-07,Economy,8172.0,1430.64,Confirmed,1634
9037144,700013,40391,2025-09-21,2025-10-20,Economy,4522.0,992.64,Confirmed,904
9037145,701101,40938,2025-02-02,2025-03-04,Economy,7995.0,1409.4,Cancelled,1599
9037146,700503,40420,2025-09-23,2025-11-08,Premium Economy,10106.0,1662.72,Confirmed,2021
9037147,700146,41138,2025-05-16,2025-06-09,Economy,6750.0,1260.0,Confirmed,1350
9037148,700132,40170,2025-10-04,2025-10-11,Premium Economy,12121.0,1904.52,Confirmed,2424
9037149,700134,40503,2025-07-28,2025-08-18,Premium Economy,19883.0,2835.96,Confirmed,3976
9037150,700004,40061,2026-01-19,2026-02-27,Business,36437.0,4822.44,Confirmed,7287
9037151,700084,41129,2025-07-29,2025-09-14,Premium Economy,16067.0,2378.04,Confirmed,3213
9037152,700000,40354,2026-02-07,2026-03-16,Economy,5196.0,1073.52,Confirmed,1039
9037153,700070,41086,2025-03-11,2025-04-15,Economy,6267.0,1202.04,Confirmed,1253
9037154,700628,41978,2025-05-11,2025-05-25,Economy,7033.0,1293.96,NoShow,1406
9037155,700065,41231,2025-09-11,2025-11-07,Economy,9099.0,1541.88,Confirmed,1819
9037156,700497,41081,2025-01-20,2025-03-11,Economy,7063.0,1297.56,Confirmed,1412
9037157,700882,40428,2025-05-17,2025-07-08,Economy,5050.0,1056.0,Confirmed,1010
9037158,700070,40853,2024-12-26,2025-01-21,Economy,7319.0,1328.28,Confirmed,1463
9037159,701306,40422,2025-08-23,2025-09-01,Economy,6520.0,1232.4,Confirmed,1304
9037160,701439,40641,2025-10-04,2025-11-06,Economy,5955.0,1164.6,Confirmed,1191
9037161,700562,41944,2025-08-23,2025-09-08,Economy,5901.0,1158.12,Confirmed,1180
9037162,701475,41440,2025-05-17,2025-06-07,Economy,7667.0,1370.04,Cancelled,1533
9037163,701215,40129,2026-01-25,2026-03-03,Economy,7570.0,1358.4,Confirmed,1514
9037164,700064,40803,2026-02-06,2026-02-28,Economy,13437.0,2062.44,Confirmed,2687
9037165,701147,40880,2025-07-02,2025-07-19,Business,42924.0,5600.88,Confirmed,8584
9037166,700531,41450,2025-08-12,2025-09-08,Economy,6703.0,1254.36,Confirmed,1340
9037167,700005,41413,2025-02-07,2025-02-17,Economy,6959.0,1285.08,Confirmed,1391
9037168,700103,41804,2025-07-17,2025-08-09,Economy,6441.0,1222.92,Confirmed,1288
9037169,700081,40912,2025-09-07,2025-10-12,Economy,7054.0,1296.48,Confirmed,1410
9037170,700220,40989,2025-05-03,2025-05-24,Economy,5714.0,1135.68,Confirmed,1142
9037171,700396,40361,2025-11-28,2025-12-21,Economy,6515.0,1231.8,Confirmed,1303
9037172,700791,40177,2025-07-12,2025-08-02,Economy,4259.0,961.08,Confirmed,851
9037173,700109,40212,2026-01-30,2026-03-31,Business,38388.0,5056.56,Confirmed,7677
9037174,700139,40529,2025-10-27,2025-12-04,Business,56569.0,7238.28,Confirmed,11313
9037175,700252,40960,2025-03-02,2025-04-30,Economy,11320.0,1808.4,Confirmed,2264
9037176,700090,41531,2025-01-31,2025-03-31,Economy,5798.0,1145.76,Confirmed,1159
9037177,700842,40466,2025-04-02,2025-04-13,Economy,5014.0,1051.68,Confirmed,1002
9037178,700245,40173,2025-04-10,2025-05-28,Economy,7047.0,1295.64,Confirmed,1409
9037179,700136,41334,2025-06-01,2025-06-10,Economy,6883.0,1275.96,Confirmed,1376
9037180,700755,40270,2025-01-25,2025-03-20,Premium Economy,10469.0,1706.28,Confirmed,2093
9037181,700889,40345,2025-10-23,2025-10-31,Economy,5152.0,1068.24,Confirmed,1030
9037182,701247,41966,2025-11-15,2026-01-03,Economy,7158.0,1308.96,Confirmed,1431
9037183,700389,40694,2025-02-12,2025-03-02,Economy,6599.0,1241.88,Confirmed,1319
9037184,700941,41460,2025-08-02,2025-08-27,Economy,8313.0,1447.56,Confirmed,1662
9037185,700906,41498,2025-04-18,2025-04-26,Economy,5829.0,1149.48,Confirmed,1165
9037186,700087,41997,2025-08-20,2025-09-07,Economy,6208.0,1194.96,Confirmed,1241
9037187,700003,40884,2026-02-28,2026-03-19,Economy,5532.0,1113.84,Confirmed,1106
9037188,700040,41444,2025-11-30,2025-12-18,Business,37990.0,5008.8,Confirmed,7598
9037189,701243,41963,2024-12-07,2025-01-29,Economy,6527.0,1233.24,Confirmed,1305
9037190,700200,41788,2025-09-03,2025-10-25,Premium Economy,12351.0,1932.12,Confirmed,2470
9037191,700107,41746,2025-04-18,2025-05-09,Economy,5679.0,1131.48,Confirmed,1135
9037192,700853,41371,2025-04-21,2025-06-12,Economy,6495.0,1229.4,Confirmed,1299
9037193,701144,41094,2025-08-19,2025-09-01,Economy,7107.0,1302.84,Confirmed,1421
9037194,700066,41208,2025-04-26,2025-06-16,Economy,5396.0,1097.52,Confirmed,1079
9037195,701156,41408,2025-11-25,2026-01-18,Economy,6959.0,1285.08,Confirmed,1391
9037196,700144,40974,2026-01-12,2026-02-01,Economy,7776.0,1383.12,Confirmed,1555
9037197,700044,41524,2025-11-11,2025-11-13,Economy,4850.0,1032.0,Confirmed,970
9037198,701141,40064,2026-01-15,2026-01-26,Economy,5832.0,1149.84,Confirmed,1166
9037199,700075,41513,2025-10-29,2025-11-07,Premium Economy,14552.0,2196.24,Confirmed,2910
9037200,700154,41316,2025-11-27,2026-01-16,Economy,6295.0,1205.4,Confirmed,1259
9037201,700247,41568,2025-12-15,2026-02-03,Economy,6881.0,1275.72,Confirmed,1376
9037202,700897,40066,2025-05-28,2025-07-25,Premium Economy,15347.0,2291.64,Confirmed,3069
9037203,700546,41867,2024-11-27,2025-01-22,Premium Economy,12345.0,1931.4,Confirmed,2469
9037204,700028,40403,2025-05-10,2025-06-04,Economy,5683.0,1131.96,Confirmed,1136
9037205,700524,40976,2026-03-08,2026-03-11,Economy,7198.0,1313.76,Confirmed,1439
9037206,700793,40722,2026-01-08,2026-01-16,Economy,5018.0,1052.16,Confirmed,1003
9037207,700056,40776,2025-03-13,2025-03-14,Economy,5574.0,1118.88,Confirmed,1114
9037208,700769,41397,2025-01-27,2025-02-12,Economy,6334.0,1210.08,Confirmed,1266
9037209,701306,41976,2025-04-03,2025-04-22,Premium Economy,14179.0,2151.48,NoShow,2835
9037210,700796,41353,2025-09-21,2025-11-01,Economy,4759.0,1021.08,Confirmed,951
9037211,700128,40611,2025-10-12,2025-11-20,Premium Economy,13188.0,2032.56,Confirmed,2637
9037212,700073,41556,2025-08-11,2025-09-01,Economy,6476.0,1227.12,Confirmed,1295
9037213,700098,40310,2025-01-14,2025-02-26,Economy,5754.0,1140.48,Confirmed,1150
9037214,700425,40564,2025-01-04,2025-01-17,Economy,5128.0,1065.36,Confirmed,1025
9037215,700677,41150,2024-12-26,2025-01-14,First,151518.0,18632.16,Confirmed,30303
9037216,700449,40205,2026-01-01,2026-01-31,Economy,7111.0,1303.32,Confirmed,1422
9037217,700831,40473,2025-02-09,2025-03-30,Premium Economy,15192.0,2273.04,Confirmed,3038
9037218,700697,40292,2025-12-17,2026-01-07,Premium Economy,15380.0,2295.6,Confirmed,3076
9037219,701166,41051,2026-01-30,2026-02-27,Economy,4513.0,991.56,Confirmed,902
9037220,700669,41123,2025-06-28,2025-08-11,Business,42793.0,5585.16,Confirmed,8558
9037221,701034,41380,2025-09-22,2025-09-27,Economy,5987.0,1168.44,Confirmed,1197
9037222,700445,41705,2025-04-07,2025-05-15,Economy,5490.0,1108.8,Confirmed,1098
9037223,700274,40011,2025-03-04,2025-04-14,Premium Economy,12400.0,1938.0,Confirmed,2480
9037224,700576,41828,2025-09-21,2025-10-21,Premium Economy,16195.0,2393.4,Confirmed,3239
9037225,701243,41516,2025-05-31,2025-06-30,Economy,5160.0,1069.2,Confirmed,1032
9037226,700148,40357,2025-09-21,2025-11-04,Economy,9544.0,1595.28,Confirmed,1908
9037227,700073,40163,2026-01-19,2026-03-01,Economy,7055.0,1296.6,Confirmed,1411
9037228,700019,40190,2025-08-02,2025-08-13,Economy,5191.0,1072.92,Confirmed,1038
9037229,701305,40919,2025-02-07,2025-02-17,Economy,6810.0,1267.2,Confirmed,1362
9037230,701245,40218,2025-11-25,2026-01-23,Economy,5411.0,1099.32,Confirmed,1082
9037231,700131,40663,2025-09-25,2025-11-21,Business,49762.0,6421.44,Confirmed,9952
9037232,700051,41060,2025-05-22,2025-06-09,Economy,4650.0,1008.0,Confirmed,930
9037233,700010,41085,2026-03-20,2026-03-27,Economy,5307.0,1086.84,Confirmed,1061
9037234,700138,41306,2025-12-24,2026-01-22,Economy,6410.0,1219.2,Confirmed,1282
9037235,701378,41710,2025-06-29,2025-08-07,Economy,6024.0,1172.88,Confirmed,1204
9037236,700430,41892,2024-11-30,2025-01-02,Economy,4513.0,991.56,Cancelled,902
9037237,700368,40441,2025-03-03,2025-04-02,Economy,7962.0,1405.44,Confirmed,1592
9037238,700015,41713,2026-02-15,2026-03-24,Economy,7744.0,1379.28,Cancelled,1548
9037239,700044,41617,2025-02-13,2025-03-24,Premium Economy,17121.0,2504.52,Confirmed,3424
9037240,700227,41368,2025-05-04,2025-06-17,Premium Economy,13377.0,2055.24,Confirmed,2675
9037241,700704,41328,2025-09-23,2025-11-12,Economy,6452.0,1224.24,Confirmed,1290
9037242,701102,41618,2025-08-15,2025-08-29,Economy,5382.0,1095.84,Confirmed,1076
9037243,700250,40113,2024-12-14,2025-01-03,Economy,7907.0,1398.84,Confirmed,1581
9037244,700111,41008,2025-04-19,2025-05-20,Business,36672.0,4850.64,Confirmed,7334
9037245,700077,40864,2025-07-09,2025-07-23,Economy,6886.0,1276.32,Confirmed,1377
9037246,700147,40277,2025-01-16,2025-02-01,Economy,8623.0,1484.76,Confirmed,1724
9037247,700022,40080,2025-06-16,2025-08-11,Economy,8049.0,1415.88,Confirmed,1609
9037248,700465,40432,2025-04-26,2025-06-08,Economy,4279.0,963.48,Confirmed,855
9037249,700042,40799,2025-02-17,2025-04-15,Premium Economy,23857.0,3312.84,Confirmed,4771
9037250,701290,40907,2025-05-13,2025-05-18,Economy,4691.0,1012.92,Confirmed,938
9037251,700142,41623,2025-05-26,2025-06-16,Economy,3846.0,911.52,Confirmed,769
9037252,700432,41352,2025-05-10,2025-06-19,Economy,5700.0,1134.0,Confirmed,1140
9037253,700111,41685,2025-04-22,2025-04-25,Economy,9725.0,1617.0,Confirmed,1945
9037254,700070,40175,2025-11-22,2025-12-17,Premium Economy,16463.0,2425.56,Confirmed,3292
9037255,700115,40873,2024-12-12,2025-02-05,Premium Economy,18628.0,2685.36,Confirmed,3725
9037256,701033,40077,2024-12-07,2025-01-26,Economy,5239.0,1078.68,Confirmed,1047
9037257,700765,41597,2026-02-19,2026-02-26,Economy,4978.0,1047.36,Confirmed,995
9037258,700130,41070,2025-10-13,2025-11-11,Economy,6752.0,1260.24,Confirmed,1350
9037259,701064,40941,2025-02-27,2025-04-23,Premium Economy,13692.0,2093.04,Confirmed,2738
9037260,700060,40581,2026-03-07,2026-03-10,Economy,6427.0,1221.24,Confirmed,1285
9037261,700942,41670,2025-04-24,2025-04-28,Economy,6263.0,1201.56,Confirmed,1252
9037262,700355,41947,2025-11-24,2025-12-04,First,117315.0,14527.8,Confirmed,23463
9037263,701115,41203,2025-08-25,2025-10-11,Economy,4988.0,1048.56,Confirmed,997
9037264,700345,41228,2025-10-01,2025-11-06,Economy,4685.0,1012.2,Confirmed,937
9037265,701036,41141,2025-04-23,2025-05-14,Premium Economy,13649.0,2087.88,Confirmed,2729
9037266,700077,40882,2025-10-25,2025-11-12,Business,32186.0,4312.32,Confirmed,6437
9037267,700147,40349,2025-09-19,2025-09-20,Economy,5214.0,1075.68,Cancelled,1042
9037268,700775,41198,2025-07-08,2025-08-14,Economy,8311.0,1447.32,Confirmed,1662
9037269,701266,40539,2024-12-23,2025-01-31,Economy,6840.0,1270.8,Confirmed,1368
9037270,700073,41718,2025-09-07,2025-09-26,Economy,5877.0,1155.24,Confirmed,1175
9037271,700894,41679,2025-04-07,2025-04-15,Economy,4757.0,1020.84,Confirmed,951
9037272,700493,40165,2026-03-09,2026-03-11,Economy,7460.0,1345.2,Confirmed,1492
9037273,700075,40185,2025-05-22,2025-06-22,Premium Economy,10702.0,1734.24,Confirmed,2140
9037274,700925,40992,2025-11-05,2025-12-22,Economy,6348.0,1211.76,Confirmed,1269
9037275,700644,40959,2025-02-22,2025-04-20,Economy,5083.0,1059.96,Confirmed,1016
9037276,700011,41357,2026-01-08,2026-01-28,Business,40005.0,5250.6,Confirmed,8001
9037277,700383,41899,2025-08-28,2025-09-03,Premium Economy,16594.0,2441.28,Confirmed,3318
9037278,700084,40181,2025-09-05,2025-09-09,Business,46230.0,5997.6,Confirmed,9246
9037279,701249,40779,2025-09-06,2025-09-09,Premium Economy,12656.0,1968.72,Confirmed,2531
9037280,700144,41279,2025-07-22,2025-08-03,Business,34511.0,4591.32,Confirmed,6902
9037281,700172,41755,2025-12-10,2025-12-11,Economy,5358.0,1092.96,Confirmed,1071
9037282,700483,41918,2025-10-20,2025-11-25,Economy,6793.0,1265.16,Confirmed,1358
9037283,700732,40921,2025-11-03,2025-12-29,Economy,6364.0,1213.68,Confirmed,1272
9037284,701131,41656,2025-04-12,2025-04-14,Premium Economy,15584.0,2320.08,Confirmed,3116
9037285,700076,41467,2026-01-28,2026-03-09,Premium Economy,14487.0,2188.44,Cancelled,2897
9037286,700537,41754,2025-01-14,2025-02-18,Economy,6082.0,1179.84,Confirmed,1216
9037287,701024,40574,2025-06-28,2025-07-13,Economy,5989.0,1168.68,Cancelled,1197
9037288,700199,40644,2025-02-13,2025-02-26,Economy,5312.0,1087.44,Confirmed,1062
9037289,700036,40284,2025-12-12,2026-02-05,Economy,5951.0,1164.12,NoShow,1190
9037290,700104,40080,2025-06-22,2025-08-11,Economy,7265.0,1321.8,Cancelled,1453
9037291,701219,40974,2025-12-22,2026-02-01,Economy,4224.0,956.88,Confirmed,844
9037292,700007,41522,2025-10-20,2025-12-16,Economy,8451.0,1464.12,Confirmed,1690
9037293,700103,41918,2025-10-26,2025-11-25,Premium Economy,13169.0,2030.28,Confirmed,2633
9037294,700079,40909,2024-11-30,2025-01-08,Economy,7469.0,1346.28,Confirmed,1493
9037295,700119,40944,2025-08-11,2025-08-28,Economy,4409.0,979.08,Confirmed,881
9037296,701323,41551,2026-01-05,2026-02-08,Premium Economy,15441.0,2302.92,Confirmed,3088
9037297,700321,40350,2026-03-24,2026-03-30,Economy,7848.0,1391.76,Cancelled,1569
9037298,700994,40341,2025-07-15,2025-07-16,Economy,5821.0,1148.52,Confirmed,1164
9037299,700228,41395,2025-11-28,2025-12-07,Premium Economy,11518.0,1832.16,NoShow,2303
9037300,701202,41479,2025-12-31,2026-01-14,Economy,5057.0,1056.84,Confirmed,1011
9037301,700591,41862,2025-11-01,2025-12-09,Economy,4371.0,974.52,Confirmed,874
9037302,700115,40232,2025-07-21,2025-08-06,First,137075.0,16899.0,Confirmed,27415
9037303,701364,41765,2025-03-05,2025-04-18,Premium Economy,13663.0,2089.56,Confirmed,2732
9037304,700077,40157,2025-11-02,2025-11-29,Economy,4051.0,936.12,Confirmed,810
9037305,701148,41136,2025-01-21,2025-02-04,Economy,6952.0,1284.24,Confirmed,1390
9037306,700040,40338,2024-12-14,2025-01-27,Premium Economy,13590.0,2080.8,Confirmed,2718
9037307,700049,41857,2025-09-16,2025-10-20,Economy,6387.0,1216.44,Confirmed,1277
9037308,700560,41075,2025-01-26,2025-02-13,Business,31951.0,4284.12,Confirmed,6390
9037309,700134,40738,2025-06-09,2025-07-16,Economy,5058.0,1056.96,Confirmed,1011
9037310,701033,40138,2025-10-25,2025-12-17,Economy,5591.0,1120.92,Confirmed,1118
9037311,700144,41287,2025-08-11,2025-08-26,Economy,7568.0,1358.16,Confirmed,1513
9037312,700032,41408,2025-12-09,2026-01-18,Economy,7130.0,1305.6,Confirmed,1426
9037313,700042,41825,2025-02-09,2025-03-30,Premium Economy,23969.0,3326.28,Confirmed,4793
9037314,700139,41367,2026-02-15,2026-02-18,Economy,5756.0,1140.72,Confirmed,1151
9037315,700643,41704,2025-07-07,2025-07-27,Business,40992.0,5369.04,Confirmed,8198
9037316,701326,40788,2025-03-04,2025-03-17,Economy,7717.0,1376.04,Confirmed,1543
9037317,700003,41540,2025-02-12,2025-03-03,Economy,5479.0,1107.48,Confirmed,1095
9037318,700057,41528,2025-05-19,2025-07-09,Economy,8451.0,1464.12,NoShow,1690
9037319,701360,41658,2026-02-17,2026-03-26,Economy,4841.0,1030.92,Cancelled,968
9037320,700002,40573,2025-09-24,2025-10-22,First,137421.0,16940.52,Cancelled,27484
9037321,700120,41214,2025-01-19,2025-02-24,Business,51296.0,6605.52,Confirmed,10259
9037322,700073,41552,2025-04-14,2025-05-21,Economy,10565.0,1717.8,NoShow,2113
9037323,700974,40784,2025-10-09,2025-12-08,First,143605.0,17682.6,Confirmed,28721
9037324,700737,40010,2025-02-07,2025-03-27,Economy,5334.0,1090.08,Confirmed,1066
9037325,700017,40161,2025-08-03,2025-09-06,Economy,6209.0,1195.08,Confirmed,1241
9037326,700048,40314,2025-02-02,2025-03-07,Business,36261.0,4801.32,Confirmed,7252
9037327,700158,40059,2025-03-25,2025-05-21,Economy,8340.0,1450.8,Confirmed,1668
9037328,700789,41370,2025-12-02,2025-12-28,Economy,5004.0,1050.48,NoShow,1000
9037329,700793,40378,2025-08-06,2025-08-08,Economy,3964.0,925.68,Confirmed,792
9037330,700690,41416,2025-09-14,2025-10-19,Economy,6737.0,1258.44,Confirmed,1347
9037331,700217,40928,2025-02-04,2025-02-24,Economy,5776.0,1143.12,Confirmed,1155
9037332,700863,41666,2025-05-10,2025-07-04,Business,45183.0,5871.96,Confirmed,9036
9037333,700593,40595,2025-05-01,2025-06-28,Economy,9148.0,1547.76,Confirmed,1829
9037334,700132,41927,2025-12-12,2025-12-27,Economy,5726.0,1137.12,Confirmed,1145
9037335,700982,40652,2025-12-04,2026-01-20,Business,42445.0,5543.4,Confirmed,8489
9037336,700142,40133,2025-11-13,2025-11-19,Economy,5989.0,1168.68,Confirmed,1197
9037337,700420,40706,2025-11-15,2025-12-25,Economy,5753.0,1140.36,Confirmed,1150
9037338,700624,41046,2025-03-30,2025-05-28,Economy,8705.0,1494.6,Confirmed,1741
9037339,701137,40280,2025-11-01,2025-12-12,Economy,6698.0,1253.76,Confirmed,1339
9037340,700112,41979,2025-09-04,2025-09-10,Economy,4823.0,1028.76,Confirmed,964
9037341,700595,41202,2026-03-05,2026-03-17,Business,52315.0,6727.8,Confirmed,10463
9037342,700031,40983,2025-01-30,2025-02-08,Economy,8154.0,1428.48,Confirmed,1630
9037343,701457,41472,2025-05-16,2025-05-25,Economy,4723.0,1016.76,Confirmed,944
9037344,700743,41877,2025-04-29,2025-05-04,Economy,7627.0,1365.24,Confirmed,1525
9037345,700859,40725,2025-02-14,2025-03-03,Economy,5715.0,1135.8,Confirmed,1143
9037346,700361,41820,2025-11-21,2026-01-20,Economy,6039.0,1174.68,Confirmed,1207
9037347,700013,41357,2025-12-09,2026-01-28,Business,45738.0,5938.56,Confirmed,9147
9037348,700743,41790,2026-02-07,2026-02-16,Premium Economy,10100.0,1662.0,Confirmed,2020
9037349,700250,41968,2025-10-13,2025-11-06,Premium Economy,11913.0,1879.56,Confirmed,2382
9037350,700501,41035,2025-09-02,2025-09-05,Economy,6717.0,1256.04,Confirmed,1343
9037351,700133,40819,2025-12-14,2026-01-16,Business,48259.0,6241.08,Confirmed,9651
9037352,701046,40673,2025-01-02,2025-02-08,Economy,6897.0,1277.64,Confirmed,1379
9037353,700880,41775,2025-05-18,2025-06-01,Economy,4719.0,1016.28,Confirmed,943
9037354,701428,41577,2025-02-20,2025-04-01,Premium Economy,13564.0,2077.68,Confirmed,2712
9037355,700857,40164,2025-01-06,2025-02-22,Economy,9526.0,1593.12,Confirmed,1905
9037356,700708,40949,2025-10-30,2025-11-02,Premium Economy,13054.0,2016.48,Cancelled,2610
9037357,700057,41814,2025-10-28,2025-12-25,Economy,6198.0,1193.76,Confirmed,1239
9037358,701337,40141,2025-06-27,2025-07-31,Economy,5692.0,1133.04,Confirmed,1138
9037359,701493,40180,2025-02-03,2025-03-08,Economy,6412.0,1219.44,Confirmed,1282
9037360,700203,41958,2025-02-12,2025-03-20,Economy,7086.0,1300.32,Confirmed,1417
9037361,700093,41796,2025-12-12,2026-01-03,Economy,5243.0,1079.16,Confirmed,1048
9037362,700298,41233,2025-01-20,2025-03-17,Economy,6078.0,1179.36,Confirmed,1215
9037363,700535,41096,2025-06-13,2025-07-20,Economy,4456.0,984.72,Confirmed,891
9037364,700015,40065,2025-10-01,2025-11-19,First,149817.0,18428.04,Confirmed,29963
9037365,700079,41589,2025-08-11,2025-09-10,Business,41576.0,5439.12,Confirmed,8315
9037366,700006,41885,2025-11-16,2025-12-03,Economy,5566.0,1117.92,Confirmed,1113
9037367,701460,40351,2025-04-30,2025-06-08,Economy,4222.0,956.64,Confirmed,844
9037368,700828,40521,2025-04-16,2025-05-05,Economy,6120.0,1184.4,Confirmed,1224
9037369,701288,41714,2025-09-12,2025-10-11,Economy,8355.0,1452.6,Confirmed,1671
9037370,700066,40625,2024-12-28,2025-02-14,Economy,5858.0,1152.96,Confirmed,1171
9037371,700061,41524,2025-10-30,2025-11-13,Economy,7823.0,1388.76,Confirmed,1564
9037372,701280,40057,2025-04-06,2025-06-02,Premium Economy,13490.0,2068.8,Confirmed,2698
9037373,700535,40485,2024-12-05,2025-01-11,Business,49182.0,6351.84,Cancelled,9836
9037374,700203,40105,2024-12-12,2025-01-28,Business,32969.0,4406.28,Confirmed,6593
9037375,700177,41045,2025-02-10,2025-03-04,Premium Economy,17582.0,2559.84,Confirmed,3516
9037376,700044,40519,2025-09-25,2025-11-22,Economy,9269.0,1562.28,Confirmed,1853
9037377,700238,41075,2025-02-11,2025-02-13,Business,46034.0,5974.08,Cancelled,9206
9037378,700154,40725,2025-02-03,2025-03-03,Economy,9544.0,1595.28,Confirmed,1908
9037379,700962,40834,2025-12-21,2025-12-26,Economy,7066.0,1297.92,Confirmed,1413
9037380,700066,40823,2025-03-18,2025-03-26,Economy,6550.0,1236.0,Confirmed,1310
9037381,701017,40137,2026-01-10,2026-02-15,Economy,4707.0,1014.84,Confirmed,941
9037382,701106,40746,2025-10-24,2025-11-25,Economy,6014.0,1171.68,Confirmed,1202
9037383,700467,40299,2025-06-12,2025-07-31,Premium Economy,10642.0,1727.04,Confirmed,2128
9037384,700112,41044,2025-07-30,2025-09-24,Economy,7163.0,1309.56,Confirmed,1432
9037385,700035,41738,2025-08-10,2025-08-21,Business,37107.0,4902.84,Confirmed,7421
9037386,700763,41833,2025-03-14,2025-04-09,Premium Economy,10527.0,1713.24,Confirmed,2105
9037387,700770,41290,2024-11-29,2025-01-15,Economy,5273.0,1082.76,Confirmed,1054
9037388,700532,41788,2025-10-20,2025-10-25,Economy,6977.0,1287.24,Confirmed,1395
9037389,700538,41700,2025-11-04,2025-11-20,Premium Economy,11808.0,1866.96,Confirmed,2361
9037390,700080,40333,2025-11-06,2025-11-17,Premium Economy,14776.0,2223.12,NoShow,2955
9037391,700645,41012,2025-12-11,2025-12-15,Economy,4778.0,1023.36,Confirmed,955
9037392,700146,41136,2025-01-27,2025-02-04,Economy,4205.0,954.6,Confirmed,841
9037393,700087,41073,2025-02-13,2025-03-06,Economy,5944.0,1163.28,Confirmed,1188
9037394,700887,41695,2025-04-25,2025-05-09,Premium Economy,14539.0,2194.68,NoShow,2907
9037395,700323,41528,2025-06-19,2025-07-09,Economy,6011.0,1171.32,Confirmed,1202
9037396,700099,41800,2025-07-28,2025-08-18,Premium Economy,13249.0,2039.88,Confirmed,2649
9037397,700130,41977,2026-01-09,2026-01-12,Economy,6973.0,1286.76,Confirmed,1394
9037398,700102,41742,2025-03-03,2025-04-26,Economy,8408.0,1458.96,Confirmed,1681
9037399,700361,41908,2025-02-25,2025-04-16,Economy,6417.0,1220.04,Confirmed,1283
9037400,700024,41460,2025-08-23,2025-08-27,Economy,5620.0,1124.4,Confirmed,1124
9037401,700118,40402,2025-05-08,2025-06-20,Business,34448.0,4583.76,Confirmed,6889
9037402,700202,41144,2024-12-19,2025-02-07,Economy,8541.0,1474.92,Confirmed,1708
9037403,700091,40779,2025-08-09,2025-09-09,Economy,7828.0,1389.36,Confirmed,1565
9037404,700009,41172,2025-11-26,2026-01-07,Premium Economy,15986.0,2368.32,NoShow,3197
9037405,700270,41391,2025-04-12,2025-06-10,Economy,6461.0,1225.32,Confirmed,1292
9037406,700796,41651,2025-06-08,2025-07-01,Economy,7237.0,1318.44,Cancelled,1447
9037407,700372,40086,2025-04-27,2025-05-01,Business,38739.0,5098.68,Confirmed,7747
9037408,701026,41136,2025-01-26,2025-02-04,Economy,4838.0,1030.56,Confirmed,967
9037409,700011,40440,2025-05-26,2025-07-20,Economy,4772.0,1022.64,Confirmed,954
9037410,700087,41038,2025-08-04,2025-09-12,Economy,7611.0,1363.32,Confirmed,1522
